timestamp,activityID,heart_rate,hand_1,hand_2,hand_3,hand_4,hand_5,hand_6,hand_7,hand_8,hand_9,hand_10,hand_11,hand_12,hand_13,hand_14,hand_15,hand_16,hand_17,chest_1,chest_2,chest_3,chest_4,chest_5,chest_6,chest_7,chest_8,chest_9,chest_10,chest_11,chest_12,chest_13,chest_14,chest_15,chest_16,chest_17,ankle_1,ankle_2,ankle_3,ankle_4,ankle_5,ankle_6,ankle_7,ankle_8,ankle_9,ankle_10,ankle_11,ankle_12,ankle_13,ankle_14,ankle_15,ankle_16,ankle_17
31.2,24,,-2.4562554486608317,-1.547849303820175,-0.44701196301311874,0.4598536292932321,-1.5313347092932263,-0.45471966100509154,0.43403500465989364,0.12764109905989468,-0.10458758928003427,-0.043272834229205415,2.9370530839712594,3.519139663555062,0.17904115254859806,2.131229086154342,-0.04721022435426069,-1.4063999887054652,1.606456135626521,-2.383091422290381,-0.5829074712278438,0.015694021742253508,-0.5528226485597615,-0.5941691801624321,0.0032925466733592845,-0.5290521934118678,0.2807026847845037,-0.8583804144163854,-0.7209566763824828,2.9681973919152864,2.3126591370107032,0.5736260728375663,-0.6893641018850365,-3.4685385536160505,2.490675638748788,3.2875483043593094,-2.0869489051233345,-0.2473655791805194,-0.02412006525804228,-0.12190404854714716,-0.24058357216566176,0.16083066994005904,-0.1255829211481049,-0.06682759659573372,-0.048845568766963755,-0.13691734734546165,-0.8054725812342369,0.6025216437303448,-1.245231258813111,1.9105750171590992,1.6729099295344896,1.8567182303160035,1.5770732352065908
31.21,24,,-2.4562554486608317,-1.5494447000892024,-0.45338381422037344,0.4213754349754639,-1.5421797038139307,-0.44728344271214104,0.4653694249585822,0.06818515189973384,-0.046181812557018004,-0.02712263184976,2.919018231476289,3.5702362278184863,0.23139061021020205,2.1231137688659345,-0.05203534945198235,-1.403181484701126,1.6092657618823418,-2.383091422290381,-0.5107372376758831,0.03581311196710026,-0.47789382250070916,-0.5578085650811959,0.011240836223337398,-0.5435302239914734,0.27854906676819874,-0.7701481937780806,-0.6635003659025241,2.9415933158994214,2.2706446904798576,0.3600043261978627,-0.6950538117334987,-3.4771020502919625,2.487348027049015,3.3442922577430028,-2.0869489051233345,-0.27505504168168593,-0.1939915433090636,0.023748356536417502,-0.27635261975138425,-0.038833735104272,-0.0956768395702963,-0.1272467674754148,-0.02030840702267549,0.03137210918003675,-0.7513815116377976,0.6249592214361058,-1.3638267366115115,1.9156512032453115,1.6809115934293282,1.8621017984468036,1.582676990963391
31.22,24,139.0,-2.4562554486608317,-1.5539457304510018,-0.43449077228539495,0.4789351724262473,-1.5504915199902887,-0.44848109699043776,0.48367480397882456,0.03260539129339304,0.004207084264659059,-0.0166196739941559,2.962357051009136,3.5475365710952222,0.19192779051591002,2.1153015349018847,-0.05692334262915321,-1.4007537426889183,1.610526154969065,-2.383091422290381,-0.4754917318423699,0.06439812216426395,-0.46841857811096665,-0.5026738890466257,0.028255873666947148,-0.5040967971836401,0.24803494388937572,-0.6606356419485238,-0.6626618224589176,3.089232081497882,2.5249676224641555,0.23187975286935428,-0.697886959435819,-3.482498837259593,2.482616359779718,3.396319162974668,-2.0869489051233345,-0.30592859295704705,-0.2589841268340914,0.12160208834388629,-0.2972819516928886,-0.2178752937456012,0.03914922209495578,-0.1702009901976161,0.04593888394339951,0.217533010571648,-0.8449306696881673,0.6523797757330746,-1.334666866703955,1.9215959382816357,1.7025842615570523,1.8747728795351493,1.5782333877656158
31.23,24,139.0,-2.4562554486608317,-1.5598427325482003,-0.42504629646208575,0.5044589246170144,-1.5528601819550762,-0.43738017074585783,0.5097571137342692,-0.03686089565891411,0.05277543141183828,0.006796214779585842,2.980171209324436,3.4964762284038184,0.1790913341606202,2.109271221862077,-0.061601120665666066,-1.3992132972497002,1.6091519763953461,-2.383091422290381,-0.4056088708039413,0.06438293393324081,-0.4488915849391744,-0.45181905994635213,0.05209019082307357,-0.45379830652043684,0.12342109899443883,-0.5678000416596274,-0.5976436086997856,3.0861606039717446,2.6123508947246807,0.4022984629598855,-0.6979572027672822,-3.4841936959766997,2.476663164164935,3.4367996176454034,-2.0869489051233345,-0.36685193671763383,-0.2797221157480797,0.06612704240911425,-0.33397308158977057,-0.29438713721010096,0.1296101897863559,-0.1471961505537725,0.10125656365506559,0.3278593399061558,-0.7892525404454253,0.6260654989715353,-1.4531283146492904,1.9253403493110093,1.7300697976263186,1.8904246190764007,1.5651214748815405
31.24,24,139.0,-2.4562554486608317,-1.565840378802557,-0.40631850217685245,0.523500454029174,-1.563918299967482,-0.42995455116333475,0.517573846295664,-0.1177195204404549,0.11223201205199039,0.04298022090289244,2.980171209324436,3.4964762284038184,0.1790913341606202,2.1055140337549525,-0.06606082505158965,-1.398681330091357,1.6045130296178225,-2.383091422290381,-0.4192030040093645,0.032841534567416356,-0.4950765239527468,-0.41994324221598456,0.056619796379243595,-0.4503137796929154,0.10370477502576364,-0.5650591573894509,-0.4637533127207517,3.1173372555528376,2.785728251900761,0.14538278979229385,-0.6932977284469364,-3.485420238469344,2.4754416358194486,3.4758066735457063,-2.0869489051233345,-0.2735598034552251,-0.21603583034927762,0.10217446938492851,-0.36198933856413656,-0.3053513492505285,0.11461794039484365,0.06273600208305831,0.05524999016270172,0.39915252522012745,-0.8641501076066866,0.6651350611629404,-1.3645010743097472,1.9098801779990107,1.7518949638327566,1.9066409767386876,1.5348371151568028
31.25,24,139.0,-2.4562554486608317,-1.5516048219067287,-0.4125463752338341,0.5301510678830489,-1.5577863258202815,-0.4114981198821362,0.533160587535532,-0.23621861724357465,0.15873046705701188,0.04996839642247397,2.9457153305233374,3.4786809725321146,0.2451805171939144,2.104364407352216,-0.06972485530698504,-1.3998869853884515,1.5965261637036907,-2.383091422290381,-0.4630896948939992,0.01585881404885491,-0.4306946184981819,-0.4069469746239512,0.03386700733844218,-0.45417886917736744,-0.012990415570312884,-0.5208489894989168,-0.3864164454064377,3.086714855555409,2.6123508947246807,0.3595801729638595,-0.6844002397950202,-3.4835246727988944,2.474767689146077,3.5061923555595516,-2.0869489051233345,-0.19056538020929054,-0.1524553121763188,0.1654556351988059,-0.2689856438711914,-0.2341630941674229,0.15767458728737702,0.25589894071989433,0.05828431451949477,0.48664790187843976,-0.9225073100138285,0.7522756916459971,-1.3353160738047407,1.8807741376263556,1.771432658858495,1.9219644499305009,1.4849614999541894
31.26,24,139.0,-2.4562554486608317,-1.4789807436136087,-0.4001503473299272,0.5823723080763474,-1.531886213065612,-0.40048198332097557,0.569670975753444,-0.3844577002529367,0.1936975100923396,0.07365908202814599,2.9455980867403877,3.4886765165620957,0.245100226614679,2.107666970472804,-0.07196649526484356,-1.40240510019976,1.5850950986254921,-2.383091422290381,-0.40070433264992594,0.004651418376855209,-0.3000099236594982,-0.4117602954366778,0.011102159447574485,-0.41482393341752605,-0.18048824722963963,-0.42387019205742793,-0.4217961159669945,3.0313589786369812,2.52825423642665,0.10317954300898581,-0.657965332721299,-3.4704787208316876,2.4727879707930476,3.5308020971846337,-2.0869489051233345,-0.18107692618735094,-0.10367854426131602,0.21997582268323157,-0.20164533214538052,-0.16022062901976192,0.22635797684450246,0.35743859848428927,0.1877204183713964,0.5872522911006598,-0.925506707143536,0.8375441601460192,-1.3652528980167864,1.8544667549818414,1.796307786639198,1.9327578475000553,1.4155055741091636
31.27,24,139.0,-2.4562554486608317,-1.4440124903431806,-0.4312790778650994,0.5894714090514787,-1.4811497355104668,-0.4092511932715265,0.5905686650187537,-0.4880917182090925,0.23439110697706295,0.07091596021381548,2.9369910137332282,3.479238784741229,0.2715459361504012,2.1130336355437596,-0.07322582148130921,-1.4064082044144746,1.5715283674836786,-2.383091422290381,-0.42098509714490745,-0.026606720480387123,-0.21661772606525043,-0.4117271416928206,-0.018519652062267387,-0.31085421554407117,-0.29360053132906005,-0.3528341829406335,-0.42143153186107857,3.178212554491918,2.3889289105114573,0.3615494558360165,-0.6207831959338171,-3.448356354418918,2.4676772085199787,3.542699701752276,-2.0869489051233345,-0.16757337320328072,-0.10067363015704216,0.21623443994413566,-0.18923371693281013,-0.11641749419373863,0.25999447689901545,0.3231143661786257,0.28259624410368195,0.697217506403018,-0.8884801687899031,0.8485596586825601,-1.33539146559709,1.8264029733493232,1.8271841623410305,1.9478580995742496,1.3451631165916749
31.28,24,139.0,-2.4562554486608317,-1.4088969983983908,-0.4376059359003938,0.5899865857074946,-1.433301642119171,-0.42047522761414774,0.6088671219822669,-0.6077544016645365,0.2848919444325522,0.10353100007550904,2.9532947962564053,3.5182140011589857,0.3370530124842373,2.1214729384547564,-0.07371697835200558,-1.4122084949749434,1.5537997133367476,-2.383091422290381,-0.43269729158919706,-0.04375423330554997,-0.21660815752761872,-0.43412098868002097,-0.03561081099692086,-0.21744511140044206,-0.3151704467920113,-0.3580174547255279,-0.34603339414528206,3.2993396193384577,2.6450137386405976,-0.023127230745223576,-0.5736499205224812,-3.4222421497119084,2.465557084609997,3.5558643568596033,-2.0869489051233345,-0.15518871089982586,-0.18353208790929237,0.17793975056448075,-0.18366919597427,-0.14241058904751913,0.25157605384534015,0.3190831496744264,0.31945790955047626,0.7647036222813689,-0.9269336048071846,0.8740702295422917,-1.3950577865922205,1.7968337068699434,1.8622138680689957,1.9645865527416613,1.2712198082070238
31.29,24,139.0,-2.4562554486608317,-1.344609611123213,-0.44391806889759206,0.6165573635939833,-1.3853357699561455,-0.42923383885427135,0.6349961556206333,-0.7619124332009737,0.3164525054437769,0.1120608488267841,2.9966543058685966,3.455601391764548,0.37690724875230264,2.133324541552057,-0.07271108908081937,-1.4199538546433317,1.5327143873234388,-2.383091422290381,-0.5594770310892289,-0.0693707037492344,-0.20890070046532377,-0.48855039416344653,-0.052666547059504444,-0.1634242422491357,-0.5034569496626948,-0.36588253329774756,-0.21770193347527184,3.267631809989688,2.4715686162281774,0.27650673241839513,-0.5172679398019157,-3.3900844356320543,2.4642091912632536,3.558997591837024,-2.0869489051233345,-0.11076157199557103,-0.24181355468763224,0.10861925709968659,-0.15362554962108638,-0.21494429989103314,0.19736825632193242,0.3860907209450296,0.39519370812599725,0.8309026506281044,-1.00188941268941,0.900885640572017,-1.3658036769442272,1.7625935771477355,1.8975934223304793,1.9797787193936995,1.1888270868453226
